name,type,breed,size,days_in_shelter,outcome_condition,is_sterilized,outcome
SMOKEY,CAT,DOMESTIC SH,1,16,1,1,1
GRACIE,DOG,POODLE MIN/LABRADOR RETR,3,5,1,1,0
TIGER,CAT,DOMESTIC SH,1,37,1,1,1
CHICO,DOG,CHIHUAHUA SH,1,50,1,1,1
MANDY,DOG,ROTTWEILER/GERM SHEPHERD,4,7,1,1,0
TRAVIESA,DOG,GERM SH POINT,3,4,1,1,0
MIA,DOG,PIT BULL,4,10,0,1,0
LUNA,DOG,LABRADOR RETR/GERM SHEPHERD,3,9,1,1,1
*TRIGGER,DOG,GERM SHEPHERD,1,28,0,0,0
*NORMAN,OTHER,GUINEA PIG,2,28,1,0,1
LADY,DOG,CAVALIER SPAN/MIX,2,2,1,1,0
*FRECKLE,OTHER,CHICKEN,2,18,1,0,1
*SALLY,OTHER,GOAT,3,16,0,0,0
RAMPAGE,DOG,GERM SHEPHERD/MIX,4,0,1,0,0
ROWDY,DOG,MALTESE/MIX,3,1,1,1,0
*OLIVIA,CAT,DOMESTIC LH,1,28,1,1,1
*WILLIAM,DOG,LABRADOR RETR/MIX,3,103,0,1,1
*PUMPKIN,CAT,DOMESTIC SH,1,45,1,1,1
*DONNIE,DOG,LABRADOR RETR,1,14,1,1,1
BENTLEY,DOG,PIT BULL/CHINESE SHARPEI,3,1,1,1,0
*RAVIOLI,DOG,LHASA APSO,1,24,1,0,0
DALLAS,DOG,PIT BULL,4,1,1,0,0
FIONA DAENERYS,DOG,GERM SHEPHERD,4,0,1,1,0
ZOE,CAT,DOMESTIC SH,1,67,1,1,1
*SQUIRT,CAT,DOMESTIC SH,1,45,1,0,1
NEWT,DOG,TOY FOX TERRIER,1,29,1,1,0
CHOPPER,DOG,PARSON RUSS TER/CHIHUAHUA SH,2,0,1,1,0
DEMON,DOG,ALASKAN HUSKY,4,2,1,0,0
*MICKEY,DOG,CHIHUAHUA SH,2,21,1,1,1
DANDY,DOG,SCHNAUZER STAND,3,2,1,1,0
*SANDY,CAT,DOMESTIC SH,1,35,1,1,1
*TRIXIE,CAT,DOMESTIC SH,2,26,1,1,1
*ADALYNN,CAT,DOMESTIC SH,1,59,1,1,1
MAX,CAT,DOMESTIC LH,2,0,0,1,0
*LING LING,DOG,CHINESE SHARPEI,4,41,0,0,0
OTIS,DOG,MIN PINSCHER,1,14,1,1,1
MARC,DOG,CHIHUAHUA SH,1,0,0,1,0
GOTTI,DOG,PIT BULL,4,0,1,0,0
*STUMPY,DOG,PIT BULL/DACHSHUND,3,70,1,1,1
MOLLY,DOG,PIT BULL,3,10,1,1,0
*YETI,OTHER,CHICKEN,2,23,1,0,0
CHICO,DOG,GERM SHEPHERD/MIX,4,47,1,1,0
RANGER,DOG,GERM SHEPHERD/MIX,4,134,0,0,0
JAKE,DOG,BORDER COLLIE/MIX,3,8,1,1,1
RED,DOG,AUST SHEPHERD,3,0,1,1,0
*ERIC,CAT,SIAMESE/MIX,1,6,1,1,1
*TYLER,CAT,DOMESTIC SH,1,48,1,1,1
*ANNABELLE,CAT,DOMESTIC LH,2,34,1,1,1
TYRONE,DOG,BELG MALINOIS,4,25,0,0,0
DJANGO,CAT,DOMESTIC SH,2,0,1,0,0
RUSSELL,DOG,LABRADOR RETR,4,2,1,0,0
*JILL,CAT,DOMESTIC SH,1,30,1,1,1
*ELLIE,CAT,DOMESTIC SH,1,31,1,1,1
MARLEY,CAT,DOMESTIC MH,1,60,1,1,1
*WHINNEY,OTHER,DOVE,2,8,0,0,1
WALDO,CAT,DOMESTIC SH,2,1,0,1,0
*SHY SHY,CAT,DOMESTIC SH,1,153,1,1,1
MOCHA,DOG,BORDER COLLIE/MIX,3,0,1,0,0
BODHI,DOG,GOLDEN RETR/POODLE STND,4,16,1,1,0
RAMA,DOG,GERM SHEPHERD,4,42,1,1,0
*MURRAY,CAT,DOMESTIC SH,1,80,1,1,1
BEAR,DOG,GERM SHEPHERD,4,27,1,1,0
COCO,CAT,DOMESTIC SH,1,7,1,1,1
ROSIE,DOG,BICHON FRISE,2,12,1,0,0
BUNNICULA,OTHER,DUTCH/MIX,2,14,1,1,1
*KENDALL,DOG,PIT BULL/MIX,3,16,0,1,1
*SCONE,CAT,DOMESTIC SH,1,44,1,1,1
EMMA,DOG,CHINESE SHARPEI/LABRADOR RETR,4,75,0,1,1
MOLLY,CAT,DOMESTIC LH,2,67,1,1,0
*CHARLIE,CAT,DOMESTIC SH,1,34,1,1,1
36,OTHER,CHICKEN,2,0,0,0,0
LIL BIT,DOG,AUST CATTLE DOG,2,1,1,0,0
*BASIL,DOG,GERM SHEPHERD/MIX,2,36,1,1,1
HANSEL,DOG,CHIHUAHUA SH,2,33,1,1,1
*BEYONCE,DOG,LABRADOR RETR/GREAT PYRENEES,4,6,1,1,1
HUNTER,DOG,PIT BULL,4,34,1,1,0
ANNIE,DOG,AUST SHEPHERD,3,0,1,1,0
*MOCHA,OTHER,RABBIT SH,2,51,1,1,0
*PEPE,CAT,DOMESTIC SH,1,41,1,1,1
PATCHES,DOG,PIT BULL/SIBERIAN HUSKY,1,7,0,0,0
*OPAL,CAT,DOMESTIC SH,1,5,1,1,1
CALVIN,CAT,DOMESTIC SH,2,64,1,1,0
PATTY,DOG,BRITTANY/GERM SH POINT,3,0,0,0,0
KARMA,DOG,PIT BULL/BOXER,3,2,1,1,0
*JAN,CAT,SIAMESE/MIX,1,14,0,1,0
*DARCY,CAT,DOMESTIC SH,2,81,1,1,1
*DAVE,CAT,DOMESTIC SH,1,52,1,1,1
FOXY,DOG,CHIHUAHUA LH/POMERANIAN,2,0,0,1,0
PRINCE,DOG,PIT BULL,4,0,0,1,0
ZIGGY,CAT,DOMESTIC LH,2,2,0,0,0
YODA,DOG,AMER BULLDOG/PIT BULL,4,5,1,1,0
BONSAI,DOG,PARSON RUSS TER,2,3,1,0,0
*NUTMEG,CAT,DOMESTIC MH,1,5,1,1,1
JOSE,DOG,PIT BULL/MIX,3,9,1,1,1
YOSHI,DOG,POMERANIAN/MIX,2,15,1,1,1
TORTIE,CAT,DOMESTIC SH,2,26,0,1,0
BERNARD,DOG,PIT BULL,3,0,1,1,0
*RANGER,DOG,CHIHUAHUA SH/MIX,2,36,1,1,1
MOLLY,DOG,GOLDEN RETR/MIX,3,13,0,1,1
JAKE,DOG,CHIHUAHUA LH/MIX,2,1,1,1,0
*TAMMY,CAT,DOMESTIC SH,1,12,1,1,1
MININA,CAT,DOMESTIC SH,2,6,1,1,1
TOOTIE,CAT,DOMESTIC SH,2,13,1,1,1
TUCKER,DOG,DACHSHUND/MIX,2,14,1,1,1
MAX,CAT,DOMESTIC SH,2,8,1,1,0
SCHNITZEL,DOG,GERM SHEPHERD,4,1,1,1,0
PERLA,DOG,CHIHUAHUA SH/MIX,1,1,1,1,0
SAM,DOG,WELSH CORGI PEM,3,1,1,0,0
MACE,DOG,MASTIFF,4,1,1,1,0
CHICO,DOG,PIT BULL/MIX,2,1,0,0,0
OCEAN,DOG,BOXER,3,0,1,0,0
MAX,DOG,PIT BULL,4,1,1,1,0
*AMANDA,DOG,PIT BULL/MIX,3,105,1,1,1
PICKLES,DOG,CAIRN TERRIER/MIX,1,14,1,1,1
BUDDY,DOG,LABRADOR RETR,4,0,1,0,0
BITSY,DOG,GERM SHEPHERD,3,28,0,1,0
LUCY,DOG,BORDER COLLIE,2,1,1,0,0
FRISCO,DOG,PIT BULL,4,2,1,1,0
SOX,CAT,DOMESTIC SH,2,18,1,1,1
ZIPPER,DOG,BORDER COLLIE/MIX,4,3,0,1,0
*SADIE,DOG,BORDER COLLIE,1,57,1,1,1
*ANNIE,DOG,GERM SHEPHERD/MIX,3,11,1,1,1
*MOBY,DOG,GREAT PYRENEES,3,13,0,1,1
MOCHA,CAT,DOMESTIC SH,2,29,1,1,1
CALVIN,CAT,SIAMESE/MIX,2,15,1,1,1
*SUNFLOWER,CAT,DOMESTIC SH,2,42,1,1,1
TOKYO,DOG,PIT BULL/MIX,3,3,0,0,0
ROB MAYEDA,CAT,DOMESTIC SH,1,71,1,1,1
OLLIE,DOG,YORKSHIRE TERR/SCHNAUZER MIN,1,3,1,1,0
*MUDDY,CAT,DOMESTIC SH,1,27,1,1,1
ID #26762,CAT,DOMESTIC SH,1,0,0,0,0
SCOOTER,CAT,DOMESTIC SH,2,32,1,1,1
NICKI,DOG,GERM SHEPHERD,4,3,0,1,0
*GARFIELD,CAT,DOMESTIC SH,2,59,1,1,1
BEAR,DOG,GERM SHEPHERD,4,3,1,0,0
FLUFFY,CAT,DOMESTIC LH,3,0,0,1,0
*SHIRLEY,CAT,DOMESTIC LH,2,6,1,1,1
*BILLY,CAT,DOMESTIC SH,1,22,1,1,1
NICO,DOG,GERM SHEPHERD,4,3,0,1,0
SANDRA CERVANTES,CAT,DOMESTIC SH,1,87,1,1,1
LALA,DOG,PIT BULL,3,6,1,1,0
LOVEE,DOG,PIT BULL,3,18,1,1,0
RICKY,DOG,LABRADOR RETR/MIX,3,1,0,1,0
*SKITTLES,DOG,PARSON RUSS TER,2,42,1,1,0
LOLA,DOG,CHIHUAHUA SH,2,32,1,1,1
RANDY GIRL,DOG,PARSON RUSS TER,2,2,1,1,0
DIOR,CAT,DOMESTIC SH,2,15,0,1,0
BIENE,DOG,GERM SH POINT,3,21,1,1,1
*ROGER,OTHER,RABBIT SH,2,31,1,1,1
DIABLA,CAT,DOMESTIC SH,1,14,1,1,1
EARL,CAT,DOMESTIC LH,2,21,1,1,1
*BRANDY,CAT,DOMESTIC SH,1,39,1,1,1
KIMURA,DOG,PIT BULL,2,0,1,1,0
MALIBU,DOG,PIT BULL/MIX,3,6,1,0,0
SERENITY,DOG,SHIH TZU/POODLE MIN,1,18,1,0,0
CODY,DOG,PARSON RUSS TER,2,1,1,1,0
PRINCE,DOG,PIT BULL/MIX,3,29,1,1,1
*MAGNOLIA,CAT,SIAMESE,2,48,1,1,1
CHLOE,DOG,CHIHUAHUA SH/MIX,1,6,1,1,0
LUCKY,DOG,BICHON FRISE/POODLE MIN,2,8,1,0,0
ZEUS,DOG,AMER BULLDOG/MIX,4,1,1,1,0
BANGS,CAT,DOMESTIC SH,2,2,0,1,0
*CHEWY,DOG,YORKSHIRE TERR,1,15,1,1,1
REN,CAT,SIAMESE,2,18,1,1,1
NORMAN,DOG,LABRADOR RETR,3,4,1,1,0
BUBBAS,DOG,AMERICAN STAFF/PIT BULL,4,2,1,1,0
THUNDER,CAT,DOMESTIC SH,2,1,1,1,0
GIRL,DOG,PIT BULL,3,16,0,0,0
LAYLA,DOG,PAPILLON/CHIHUAHUA LH,1,12,1,1,1
LACY,CAT,DOMESTIC MH,2,6,0,1,0
*RANGER,DOG,CHIHUAHUA SH/MIX,2,22,1,1,1
*BIRDIE,CAT,DOMESTIC SH,1,44,1,1,1
*RICKY,DOG,CHIHUAHUA SH/MIX,1,20,1,1,1
LUA,DOG,FOX TERR SMOOTH/MIX,2,39,0,1,0
*ATHENA,CAT,DOMESTIC SH,1,31,1,1,1
*HERCULES,DOG,PIT BULL/MIX,3,8,0,0,0
LUCKY,CAT,DOMESTIC SH,2,5,0,1,0
*BRANDO,CAT,DOMESTIC SH,2,11,1,1,1
BLANCA,DOG,SIBERIAN HUSKY,3,49,1,1,1
ALIZAY,DOG,GERM SHEPHERD/MIX,3,1,1,0,0
CRICKET,CAT,DOMESTIC SH,2,22,0,1,0
BEAU,DOG,PIT BULL,3,47,0,1,0
MOCA,DOG,GERM SHEPHERD,4,0,1,1,0
JAXX,CAT,DOMESTIC SH,2,1,0,1,0
*TOULOUSE,CAT,DOMESTIC MH,1,47,1,1,1
AUDIE,CAT,DOMESTIC SH,2,14,1,1,1
LOUIE,DOG,PUG,2,3,1,1,0
BENJEE,DOG,YORKSHIRE TERR,2,1,1,0,0
TOBY,DOG,POODLE MIN/MIX,2,2,0,0,0
SHIRLEY,DOG,CHIHUAHUA SH,2,1,0,1,0
*THISTLE,CAT,DOMESTIC SH,1,8,1,1,1
*FERDINAND,DOG,BULLMASTIFF,4,9,1,1,1
INDIA,DOG,SIBERIAN HUSKY,3,16,1,1,1
LEO,DOG,LABRADOR RETR/MIX,4,33,1,1,1
DOONA,DOG,PIT BULL,4,14,0,1,0
JENNY,DOG,GERM SHEPHERD,4,60,0,1,0
MARLEY,DOG,LABRADOR RETR,4,1,1,1,0
*MURRAY,CAT,DOMESTIC SH,1,75,0,1,1
ROCCO,DOG,PIT BULL,2,51,0,0,0
VENENO,DOG,CAIRN TERRIER/CHIHUAHUA SH,3,0,1,1,0
STELLA,DOG,CHIHUAHUA SH/MIN PINSCHER,1,13,0,1,0
*BLONDIE,DOG,SHETLD SHEEPDOG/MIX,1,14,1,1,1
*CHARLIE,DOG,CHIHUAHUA SH,2,18,1,1,1
ZIGGY,DOG,POODLE MIN/MALTESE,2,10,1,1,1
PANDA,DOG,SIBERIAN HUSKY/LABRADOR RETR,2,11,1,1,0
VELMA,CAT,DOMESTIC SH,2,50,1,1,1
SUSHI,CAT,BENGAL/MIX,2,3,0,0,0
*SLY,CAT,DOMESTIC SH,1,16,1,1,1
*HENNA,CAT,DOMESTIC SH,1,14,1,1,1
ROCKY,DOG,POODLE MIN/MIX,2,4,0,1,0
CHICO,DOG,RAT TERRIER/DACHSHUND,2,1,1,1,0
*WINNIE,DOG,GREAT PYRENEES/MIX,3,35,1,1,1
VASILLIO,CAT,DOMESTIC SH,2,7,0,0,0
DAISY,DOG,QUEENSLAND HEEL,3,86,0,0,0
OREO,CAT,DOMESTIC SH,2,77,1,1,1
MARLEY,DOG,CHIHUAHUA SH,2,7,1,1,0
*TOMAHAWK,OTHER,RABBIT LH/MIX,2,44,1,1,0
MACY,DOG,AUST SHEPHERD/MIX,4,2,1,1,0
*SQUIRREL,DOG,TIBETAN TERR,2,8,1,0,0
BLACK JACK,DOG,LABRADOR RETR,4,1,0,1,0
SCOUT,DOG,REDBONE HOUND,4,0,1,0,0
*RIVER,DOG,PIT BULL,4,71,1,1,1
*SPARROW,OTHER,AMERICAN/MIX,3,32,0,0,0
JUNO,DOG,POODLE MIN,2,3,1,1,0
ZOEY,DOG,PARSON RUSS TER,2,69,1,1,1
*OLIVER,CAT,DOMESTIC SH,1,11,0,1,1
LEXI,DOG,PIT BULL,3,10,1,0,0
KRATOSS,DOG,SIBERIAN HUSKY,3,0,1,0,0
CHLOE,CAT,DOMESTIC SH,1,57,1,1,1
DINERO,DOG,BULL TERRIER,3,6,0,0,0
*DARWIN,DOG,GERM SHEPHERD/MIX,4,51,0,1,0
*GARY,CAT,DOMESTIC SH,2,13,1,1,1
BEAR,DOG,LABRADOR RETR/POODLE STND,3,1,0,1,0
CASH,DOG,BOSTON TERRIER,1,6,0,1,0
ROSIE,DOG,MIN PINSCHER,1,1,1,1,0
CHARLY,DOG,CHIHUAHUA SH,1,0,1,1,0
*BUSTER,CAT,DOMESTIC MH,1,25,1,1,1
*MINNIE,CAT,DOMESTIC SH,1,24,1,1,1
LIL BEAN,DOG,CHIHUAHUA SH,2,1,1,0,0
BISHOP,DOG,ROTTWEILER,4,13,0,0,0
RUNIE RUN,DOG,PIT BULL,4,17,0,1,0
WHITEY B,CAT,SIAMESE/MIX,2,9,0,0,0
MIRIAN,DOG,PIT BULL,4,1,1,1,0
CARMEN,CAT,DOMESTIC SH,2,23,1,1,1
FRANKLIN,DOG,ROTTWEILER,5,1,0,0,0
DEMI,DOG,LABRADOR RETR/MIX,3,5,1,1,0
WILLOW,DOG,AUST SHEPHERD/MIX,3,150,0,1,1
MISSY,CAT,DOMESTIC SH,2,21,1,1,1
SCRUFF,DOG,RAT TERRIER,2,4,1,0,0
*JACKIE,CAT,DOMESTIC MH,2,16,1,1,1
MAXIE,DOG,LABRADOR RETR,4,3,1,0,0
*BUSTER,DOG,GOLDEN RETR/AUST CATTLE DOG,4,38,1,1,1
*HOMER,CAT,DOMESTIC SH,3,65,0,1,0
*STEPHEN,CAT,DOMESTIC SH,1,45,1,1,1
*BRUT,CAT,DOMESTIC SH,2,15,1,1,1
*CANDY,DOG,PIT BULL/MIX,3,45,1,1,0
TOBY,CAT,DOMESTIC SH,2,56,1,1,0
*WILLIAM,CAT,DOMESTIC SH,1,19,1,1,1
BROWNIE,DOG,CHIHUAHUA SH,2,33,0,1,0
BOO,CAT,DOMESTIC SH,2,23,1,1,0
*GINO,DOG,CHIHUAHUA SH/MIX,1,66,1,1,1
PUPPY,DOG,POODLE MIN,2,12,1,1,1
*AURORA,DOG,PIT BULL/MIX,1,42,1,1,1
*ELLA,DOG,CHIHUAHUA SH,2,18,1,1,0
VOLCAN,DOG,PIT BULL,3,16,0,1,0
*WALLY,CAT,DOMESTIC SH,1,33,1,1,0
NOVA,DOG,GERM SHEPHERD/MIX,3,126,0,1,0
LEXI,CAT,DOMESTIC SH,1,18,1,1,1
*DENVER,CAT,DOMESTIC LH,2,34,0,1,0
THOR,DOG,BOXER/SHIBA INU,3,0,1,1,0
BODA,DOG,PIT BULL/MIX,3,4,0,1,0
ROWDE,DOG,BELG MALINOIS,3,1,1,0,0
LADY BIRD,DOG,PIT BULL/MIX,4,0,1,1,0
CHAI,DOG,SIBERIAN HUSKY,4,2,1,1,0
*CHEERIOS,DOG,CHIHUAHUA SH,1,17,0,0,0
JADE,DOG,PIT BULL/MIX,3,12,1,1,0
FRANK,DOG,GERM SHEPHERD/POINTER,1,7,1,1,1
LEDSON,DOG,SHIH TZU,2,2,1,1,1
BREEZEY,CAT,DOMESTIC SH,1,53,1,1,1
WHISKY,DOG,GERM SHEPHERD/MIX,3,0,1,1,0
DAISY,DOG,PIT BULL,4,0,1,1,0
OCEAN,DOG,PIT BULL,4,144,0,1,1
*HARMONY,DOG,GERM SHEPHERD,4,54,1,1,1
*PRU,CAT,DOMESTIC SH,2,35,1,1,0
*RUBY,DOG,CHIHUAHUA SH,2,17,1,1,1
SOL,OTHER,HORSE,5,48,0,1,0
CUJO,DOG,GERM SHEPHERD/MIX,3,10,0,0,0
OSO,DOG,PIT BULL/MIX,3,15,1,1,0
ROCKY,DOG,POODLE MIN/MIX,2,0,1,1,0
BUTTERCUP,DOG,PARSON RUSS TER/MIX,2,0,1,1,0
BUSTER,DOG,BORDER COLLIE/LABRADOR RETR,3,10,1,1,0
APRICOT,DOG,PIT BULL,4,0,1,1,0
RED BUD,DOG,MIN PINSCHER,1,13,1,1,1
TOOTSIE,DOG,PARSON RUSS TER/MIX,2,2,1,0,0
*CODY,DOG,SIBERIAN HUSKY/MIX,2,10,1,1,1
SUSIE,CAT,DOMESTIC SH,2,13,1,1,1
SWISHER,DOG,PIT BULL/LABRADOR RETR,3,20,1,1,0
*SPICE,DOG,MIN PINSCHER,1,14,1,0,0
ZOE,CAT,DOMESTIC SH,2,1,1,1,0
OAKLEY,DOG,AUST CATTLE DOG,3,0,0,0,0
RED,DOG,BLOODHOUND,5,1,1,1,0
BABY,DOG,CAIRN TERRIER/MIX,2,50,1,1,1
FLACO,DOG,CHIHUAHUA SH,2,42,1,1,0
LIL,DOG,BORDER COLLIE,3,3,1,1,0
*OLIVER,DOG,CHIHUAHUA SH,2,100,1,1,1
BRADLEY,DOG,GREAT PYRENEES,4,191,1,1,0
*BEATRIX,OTHER,RABBIT SH,2,10,0,0,0
*GUY,CAT,DOMESTIC SH,3,70,1,1,0
TEAL,DOG,GOLDEN RETR,4,0,1,1,0
PRUDENCE,DOG,FRENCH BULLDOG,2,2,1,0,0
*BEN,DOG,GERM SHEPHERD/ROTTWEILER,3,50,0,0,0
*DAISY,DOG,AUST KELPIE/MIX,3,18,0,0,0
DUKI,DOG,PIT BULL,4,18,0,0,0
*RUSTY,DOG,DOBERMAN PINSCH,4,25,1,1,1
SARGE,DOG,GREAT PYRENEES,4,0,1,1,0
TAFFY,CAT,DOMESTIC SH,1,7,1,1,1
*SPUD,DOG,PIT BULL/MIX,3,102,1,1,0
GEORGE,CAT,PERSIAN,2,8,0,1,0
*MISTY,CAT,DOMESTIC SH,2,16,1,1,1
*GEM,DOG,GERM SHEPHERD/MIX,3,33,1,1,0
*SLY,DOG,SIBERIAN HUSKY,3,190,0,1,1
MAMA,CAT,DOMESTIC SH,4,15,0,1,1
*STING,CAT,DOMESTIC SH,1,80,1,1,1
*LOKI,DOG,BORDER COLLIE,3,142,1,1,1
*RED,DOG,AUST CATTLE DOG,3,37,1,1,0
ROLLA,DOG,PIT BULL,3,41,0,1,0
*LIBBY,DOG,PIT BULL/MIX,3,129,1,1,1
MR BO JANGLES,DOG,LABRADOR RETR,4,1,1,1,0
SPUNKY,DOG,PARSON RUSS TER/RAT TERRIER,2,6,0,1,0
KILLIAN,CAT,DOMESTIC SH,2,10,1,1,1
MISS KITTY,CAT,DOMESTIC LH,3,4,0,1,0
*LUCIA,CAT,DOMESTIC SH,2,56,1,1,1
*HAROLD,DOG,SIBERIAN HUSKY/GERM SHEPHERD,1,10,1,1,1
DUSTY,DOG,GOLDEN RETR,3,1,1,1,0
KITTY,DOG,CHIHUAHUA SH,2,11,1,0,0
ARTHUR,DOG,PIT BULL,4,0,1,1,0
DEMI,DOG,LABRADOR RETR/MIX,3,3,1,1,0
*OAKLEY,CAT,DOMESTIC SH,1,30,1,1,1
SMOKEY,DOG,BLUETICK HOUND,1,0,1,0,0
ZEUS,DOG,AKITA,4,6,0,0,0
*MODELO,DOG,PIT BULL,3,18,1,0,0
FINN,DOG,GERM SHEPHERD/MIX,3,10,1,1,1
AMY,DOG,POODLE MIN,1,1,0,1,0
RAMBO,DOG,GERM SHEPHERD,4,21,0,0,0
BRANDY,DOG,CATAHOULA,4,1,1,1,0
RITZ,DOG,MIN PINSCHER,2,1,1,1,0
GRUMPY,CAT,DOMESTIC SH,2,21,1,1,1
RUFUS,DOG,CHIHUAHUA LH,2,2,1,0,0
MARCUS,DOG,BELG MALINOIS,4,3,0,1,0
BUSTER,DOG,COCKER SPAN,4,0,1,1,0
PELUSA,DOG,POODLE MIN/MIX,2,0,0,1,0
DORY,DOG,LABRADOR RETR,3,1,1,1,0
*MURRAY,CAT,DOMESTIC SH,1,36,1,1,1
*GUS,DOG,PIT BULL/MIX,3,35,1,1,1
LASSY,DOG,BORDER COLLIE/MIX,3,0,0,0,0
BABY FACE,CAT,DOMESTIC SH,2,3,1,1,1
BLUE,DOG,PIT BULL/MIX,4,0,1,1,0
27139 - MICKEY,CAT,DOMESTIC SH,1,4,0,0,0
NICKY,DOG,MALTESE/SHIH TZU,2,1,1,1,0
HANK,DOG,PIT BULL,3,28,1,1,1
NIKKI,DOG,GERM SHEPHERD,4,8,1,0,0
*WAFFLE,DOG,OLD ENG BULLDOG/PIT BULL,3,31,0,1,1
VICTOR,CAT,DOMESTIC SH,1,3,1,1,1
MURPHY,DOG,BORDER COLLIE/MIX,3,0,1,1,0
*THERESA,CAT,DOMESTIC SH,1,90,1,1,1
BUDDY,CAT,DOMESTIC SH,2,7,0,1,1
ANGELINA,CAT,DOMESTIC SH,2,4,1,1,0
ANNE,CAT,DOMESTIC SH,1,41,1,1,1
SADIE,DOG,SIBERIAN HUSKY,3,185,1,1,1
NACHO,DOG,CHIHUAHUA SH,1,6,1,0,0
DIAMOND,DOG,GERM SHEPHERD,4,0,1,0,0
TIPSY,DOG,PIT BULL/MIX,3,0,1,1,0
SIMBA,DOG,PIT BULL,4,1,1,0,0
*MAX,CAT,DOMESTIC SH,1,81,1,1,1
*MARCIA,CAT,DOMESTIC SH,1,14,0,1,0
TOTORO,DOG,CHIHUAHUA SH/MIX,3,24,0,1,0
CASPER,DOG,LABRADOR RETR,4,1,0,1,0
CHANEL,DOG,SIBERIAN HUSKY,4,0,1,1,0
51,OTHER,CHICKEN,2,0,0,0,0
PEPPER,DOG,CHIHUAHUA LH/MIX,1,4,1,1,0
GRACIELA,CAT,DOMESTIC SH,2,21,1,1,1
PETER PAN,CAT,DOMESTIC MH,2,5,0,1,0
OLIVIA,DOG,PIT BULL,4,0,1,1,0
MONICA,CAT,DOMESTIC LH,2,18,1,1,1
PEETEY,DOG,CHIHUAHUA SH/MIX,2,3,1,0,0
IZZY,DOG,LABRADOR RETR,4,0,0,1,0
WINTER,DOG,GERM SHEPHERD,3,9,1,1,1
FRASIER,DOG,POODLE MIN,2,1,1,1,0
NICK,DOG,DOBERMAN PINSCH,4,30,1,0,0
YODA,CAT,RUSSIAN BLUE,2,12,1,1,0
TIGER,CAT,DOMESTIC SH,1,67,1,1,1
TINY,DOG,CHIHUAHUA SH,1,3,1,1,0
*FERGUS,CAT,DOMESTIC MH,1,5,1,1,1
*JERICHO,CAT,DOMESTIC SH,4,2,1,1,0
LIZERELLA,DOG,CHIHUAHUA SH/MIX,1,26,1,1,0
REYNA,DOG,PIT BULL,4,80,1,1,1
*SIREN,DOG,PIT BULL,4,112,1,1,1
JESSE,CAT,DOMESTIC SH,2,8,0,1,0
MINNIE,DOG,BOXER/MIX,3,2,1,1,0
*ZEN,DOG,DACHSHUND/MIX,2,43,0,1,1
*EARL,CAT,DOMESTIC LH,2,3,1,1,1
*TILTON,CAT,DOMESTIC SH,2,2,1,1,1
BUCKY,DOG,PIT BULL/DACHSHUND,3,0,1,1,0
*ANGIE,CAT,DOMESTIC SH,2,14,1,1,1
SWEET PEA,CAT,DOMESTIC SH,2,43,1,1,0
ELLE,DOG,ROTTWEILER,4,0,1,1,0
*BONNIE,CAT,DOMESTIC SH,1,23,0,0,0
JOEY,CAT,DOMESTIC LH,3,68,1,1,0
MR. B,DOG,BORDER COLLIE,3,1,0,1,0
*MILLIE,DOG,CHIHUAHUA SH/MIX,2,22,0,0,0
BELLA,DOG,VIZSLA/LABRADOR RETR,3,10,1,1,1
TRICOLOR,OTHER,GUINEA PIG,2,15,0,0,1
*HAPI,DOG,SIBERIAN HUSKY/MIX,4,35,0,1,0
ABBY,DOG,FOX TERR SMOOTH/MIX,1,91,1,1,1
SNOW BOOTS,CAT,DOMESTIC SH,2,3,1,1,0
*WYNONA,DOG,CHIHUAHUA SH/PIT BULL,1,22,0,1,0
*AXEL,DOG,PIT BULL/LABRADOR RETR,4,50,1,1,1
*DAISY,CAT,DOMESTIC SH,2,67,1,1,1
CHESTER,DOG,CHIHUAHUA SH,1,15,0,1,0
SHILO,DOG,PIT BULL/MIX,3,10,0,0,0
RAE RAE,DOG,PARSON RUSS TER,2,50,1,0,0
MAKITA,DOG,DOBERMAN PINSCH,3,14,0,0,0
SKYE,DOG,SIBERIAN HUSKY,4,7,0,0,0
SINCERE,DOG,LABRADOR RETR/MIX,3,0,1,1,0
CHARLIE,DOG,CATAHOULA,4,5,0,0,0
LUCY,DOG,PIT BULL/MIX,4,5,1,0,0
REMINGTON,DOG,CHIHUAHUA SH/MIX,2,18,1,0,0
WINNIE,DOG,BEAGLE,2,0,1,0,0
KING,DOG,PIT BULL/MIX,4,1,1,0,0
LULU,DOG,DOBERMAN PINSCH,4,1,0,0,0
*VINN,CAT,DOMESTIC SH,2,23,1,1,1
STELLA,DOG,GERM SHEPHERD,4,1,0,1,0
STELLA,DOG,POODLE MIN/MIX,2,12,1,1,1
*GEORGIA,DOG,CATAHOULA/MIX,4,30,1,1,1
LITTLE BEAR,DOG,CAIRN TERRIER/MIX,2,0,1,1,0
*SARA,CAT,DOMESTIC SH,1,57,1,1,1
DOLLY,DOG,RAT TERRIER/MIX,3,27,0,1,0
PRECIOUS,DOG,CATAHOULA/MIX,3,40,1,1,1
SAAV,DOG,PIT BULL,4,48,1,1,1
HOPE A LONG,OTHER,RABBIT SH,2,50,1,1,1
*FALKOR,DOG,POODLE MIN/MIX,2,14,0,0,0
BOWSER,DOG,PIT BULL/MIX,3,2,0,1,0
*STAN,CAT,SNOWSHOE/MIX,1,6,1,1,1
